ticket_id,issue_area,issue_category,issue_sub_category,customer_sentiment,issue_complexity,product_category,product_sub_category,priority
10977,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,negative,high,Men/Women/Kids,Jeans,high
10978,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,less,Men/Women/Kids,Jeans,high
10979,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,medium,Men/Women/Kids,Jeans,high
10980,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,high,Men/Women/Kids,Jeans,urgent
10981,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,neutral,less,Men/Women/Kids,Shoes,low
10982,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,neutral,medium,Men/Women/Kids,Shoes,medium
10983,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,neutral,high,Men/Women/Kids,Shoes,medium
10984,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,negative,less,Men/Women/Kids,Shoes,medium
10985,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,negative,medium,Men/Women/Kids,Shoes,high
10986,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,negative,high,Men/Women/Kids,Shoes,high
10987,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,less,Men/Women/Kids,Shoes,high
10988,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,medium,Men/Women/Kids,Shoes,urgent
10989,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,high,Men/Women/Kids,Shoes,urgent
10990,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,neutral,less,Men/Women/Kids,Toy,low
10991,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,neutral,medium,Men/Women/Kids,Toy,medium
10992,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,neutral,high,Men/Women/Kids,Toy,medium
10993,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,negative,less,Men/Women/Kids,Toy,medium
10994,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,negative,medium,Men/Women/Kids,Toy,high
10995,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,negative,high,Men/Women/Kids,Toy,high
10996,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,less,Men/Women/Kids,Toy,high
10997,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,medium,Men/Women/Kids,Toy,high
10998,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,high,Men/Women/Kids,Toy,urgent
10999,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,neutral,less,Men/Women/Kids,Backpack,low
11000,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,neutral,medium,Men/Women/Kids,Backpack,medium
11001,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,neutral,high,Men/Women/Kids,Backpack,medium
11002,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,negative,less,Men/Women/Kids,Backpack,medium
11003,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,negative,medium,Men/Women/Kids,Backpack,high
11004,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,negative,high,Men/Women/Kids,Backpack,high
11005,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,less,Men/Women/Kids,Backpack,medium
11006,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,medium,Men/Women/Kids,Backpack,high
11007,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,high,Men/Women/Kids,Backpack,urgent
11008,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,neutral,less,Men/Women/Kids,Wrist Watch,low
11009,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,neutral,medium,Men/Women/Kids,Wrist Watch,medium
11010,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,neutral,high,Men/Women/Kids,Wrist Watch,medium
11011,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,negative,less,Men/Women/Kids,Wrist Watch,medium
11012,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,negative,medium,Men/Women/Kids,Wrist Watch,high
11013,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,negative,high,Men/Women/Kids,Wrist Watch,high
11014,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,less,Men/Women/Kids,Wrist Watch,high
11015,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,medium,Men/Women/Kids,Wrist Watch,high
11016,Warranty,Product Registration and Warranty,Need to register the product with the brand for warranty benefits,frustrated,high,Men/Women/Kids,Wrist Watch,urgent
11017,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Electronics,Laptop,low
11018,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Electronics,Laptop,medium
11019,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Electronics,Laptop,medium
11020,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Electronics,Laptop,medium
11021,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Electronics,Laptop,high
11022,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Electronics,Laptop,high
11023,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Electronics,Laptop,high
11024,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Electronics,Laptop,urgent
11025,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Electronics,Laptop,urgent
11026,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Electronics,Mobile,low
11027,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Electronics,Mobile,medium
11028,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Electronics,Mobile,medium
11029,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Electronics,Mobile,medium
11030,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Electronics,Mobile,high
11031,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Electronics,Mobile,high
11032,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Electronics,Mobile,high
11033,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Electronics,Mobile,medium
11034,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Electronics,Mobile,urgent
11035,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Electronics,Television,low
11036,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Electronics,Television,medium
11037,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Electronics,Television,medium
11038,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Electronics,Television,medium
11039,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Electronics,Television,high
11040,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Electronics,Television,high
11041,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Electronics,Television,high
11042,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Electronics,Television,high
11043,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Electronics,Television,urgent
11044,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Electronics,Tablet,low
11045,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Electronics,Tablet,medium
11046,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Electronics,Tablet,medium
11047,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Electronics,Tablet,medium
11048,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Electronics,Tablet,high
11049,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Electronics,Tablet,high
11050,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Electronics,Tablet,high
11051,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Electronics,Tablet,high
11052,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Electronics,Tablet,urgent
11053,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Electronics,Headphone,low
11054,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Electronics,Headphone,medium
11055,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Electronics,Headphone,medium
11056,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Electronics,Headphone,medium
11057,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Electronics,Headphone,high
11058,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Electronics,Headphone,high
11059,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Electronics,Headphone,high
11060,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Electronics,Headphone,high
11061,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Electronics,Headphone,urgent
11062,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Electronics,DSLR Camera,low
11063,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Electronics,DSLR Camera,low
11064,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Electronics,DSLR Camera,medium
11065,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Electronics,DSLR Camera,medium
11066,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Electronics,DSLR Camera,high
11067,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Electronics,DSLR Camera,high
11068,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Electronics,DSLR Camera,high
11069,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Electronics,DSLR Camera,high
11070,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Electronics,DSLR Camera,urgent
11071,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Appliances,Refrigerator,low
11072,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Appliances,Refrigerator,medium
11073,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Appliances,Refrigerator,medium
11074,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Appliances,Refrigerator,medium
11075,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Appliances,Refrigerator,high
11076,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Appliances,Refrigerator,high
11077,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Appliances,Refrigerator,high
11078,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Appliances,Refrigerator,high
11079,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Appliances,Refrigerator,urgent
11080,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Appliances,Washing Machine,low
11081,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Appliances,Washing Machine,medium
11082,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Appliances,Washing Machine,medium
11083,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Appliances,Washing Machine,medium
11084,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Appliances,Washing Machine,high
11085,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Appliances,Washing Machine,high
11086,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Appliances,Washing Machine,high
11087,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Appliances,Washing Machine,high
11088,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Appliances,Washing Machine,urgent
11089,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Appliances,Microwave Oven,low
11090,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Appliances,Microwave Oven,medium
11091,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Appliances,Microwave Oven,medium
11092,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Appliances,Microwave Oven,medium
11093,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Appliances,Microwave Oven,high
11094,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Appliances,Microwave Oven,high
11095,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Appliances,Microwave Oven,high
11096,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Appliances,Microwave Oven,high
11097,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Appliances,Microwave Oven,urgent
11098,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Appliances,Air Conditioner,low
11099,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Appliances,Air Conditioner,medium
11100,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Appliances,Air Conditioner,medium
11101,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Appliances,Air Conditioner,medium
11102,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Appliances,Air Conditioner,high
11103,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Appliances,Air Conditioner,high
11104,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Appliances,Air Conditioner,high
11105,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Appliances,Air Conditioner,high
11106,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Appliances,Air Conditioner,urgent
11107,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Appliances,Water Purifier,low
11108,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Appliances,Water Purifier,medium
11109,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Appliances,Water Purifier,medium
11110,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Appliances,Water Purifier,medium
11111,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Appliances,Water Purifier,high
11112,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Appliances,Water Purifier,high
11113,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Appliances,Water Purifier,high
11114,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Appliances,Water Purifier,high
11115,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Appliances,Water Purifier,urgent
11116,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Appliances,Oven Toaster Grills (OTG),low
11117,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Appliances,Oven Toaster Grills (OTG),medium
11118,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Appliances,Oven Toaster Grills (OTG),medium
11119,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Appliances,Oven Toaster Grills (OTG),medium
11120,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Appliances,Oven Toaster Grills (OTG),high
11121,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Appliances,Oven Toaster Grills (OTG),high
11122,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Appliances,Oven Toaster Grills (OTG),high
11123,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Appliances,Oven Toaster Grills (OTG),high
11124,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Appliances,Oven Toaster Grills (OTG),urgent
11125,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Men/Women/Kids,T-Shirt,low
11126,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Men/Women/Kids,T-Shirt,medium
11127,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Men/Women/Kids,T-Shirt,medium
11128,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Men/Women/Kids,T-Shirt,low
11129,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Men/Women/Kids,T-Shirt,high
11130,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Men/Women/Kids,T-Shirt,high
11131,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Men/Women/Kids,T-Shirt,high
11132,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Men/Women/Kids,T-Shirt,high
11133,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Men/Women/Kids,T-Shirt,urgent
11134,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Men/Women/Kids,Jeans,medium
11135,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Men/Women/Kids,Jeans,medium
11136,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Men/Women/Kids,Jeans,medium
11137,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Men/Women/Kids,Jeans,medium
11138,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Men/Women/Kids,Jeans,high
11139,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Men/Women/Kids,Jeans,high
11140,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Men/Women/Kids,Jeans,high
11141,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Men/Women/Kids,Jeans,high
11142,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Men/Women/Kids,Jeans,urgent
11143,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Men/Women/Kids,Shoes,low
11144,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Men/Women/Kids,Shoes,medium
11145,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Men/Women/Kids,Shoes,medium
11146,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Men/Women/Kids,Shoes,low
11147,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Men/Women/Kids,Shoes,high
11148,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Men/Women/Kids,Shoes,high
11149,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Men/Women/Kids,Shoes,high
11150,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Men/Women/Kids,Shoes,urgent
11151,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Men/Women/Kids,Shoes,urgent
11152,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Men/Women/Kids,Toy,low
11153,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Men/Women/Kids,Toy,medium
11154,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Men/Women/Kids,Toy,medium
11155,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Men/Women/Kids,Toy,medium
11156,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Men/Women/Kids,Toy,high
11157,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Men/Women/Kids,Toy,high
11158,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Men/Women/Kids,Toy,high
11159,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Men/Women/Kids,Toy,high
11160,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Men/Women/Kids,Toy,urgent
11161,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Men/Women/Kids,Backpack,low
11162,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Men/Women/Kids,Backpack,medium
11163,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Men/Women/Kids,Backpack,medium
11164,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Men/Women/Kids,Backpack,medium
11165,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Men/Women/Kids,Backpack,high
11166,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Men/Women/Kids,Backpack,high
11167,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Men/Women/Kids,Backpack,high
11168,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Men/Women/Kids,Backpack,high
11169,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Men/Women/Kids,Backpack,urgent
11170,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,less,Men/Women/Kids,Wrist Watch,medium
11171,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,medium,Men/Women/Kids,Wrist Watch,medium
11172,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,neutral,high,Men/Women/Kids,Wrist Watch,medium
11173,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,less,Men/Women/Kids,Wrist Watch,medium
11174,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,medium,Men/Women/Kids,Wrist Watch,high
11175,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,negative,high,Men/Women/Kids,Wrist Watch,medium
11176,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,less,Men/Women/Kids,Wrist Watch,high
11177,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,medium,Men/Women/Kids,Wrist Watch,high
11178,Warranty,Start Date of Warranty,Determining the applicable start date for the warranty,frustrated,high,Men/Women/Kids,Wrist Watch,urgent
11179,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Electronics,Laptop,low
11180,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,medium,Electronics,Laptop,medium
11181,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,high,Electronics,Laptop,medium
11182,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,less,Electronics,Laptop,medium
11183,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,medium,Electronics,Laptop,high
11184,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,high,Electronics,Laptop,high
11185,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,less,Electronics,Laptop,high
11186,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,medium,Electronics,Laptop,high
11187,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,high,Electronics,Laptop,urgent
11188,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Electronics,Mobile,low
11189,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,medium,Electronics,Mobile,medium
11190,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,high,Electronics,Mobile,medium
11191,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,less,Electronics,Mobile,medium
11192,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,medium,Electronics,Mobile,high
11193,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,high,Electronics,Mobile,high
11194,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,less,Electronics,Mobile,high
11195,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,medium,Electronics,Mobile,high
11196,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,high,Electronics,Mobile,urgent
11197,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Electronics,Television,low
11198,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,medium,Electronics,Television,medium
11199,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,high,Electronics,Television,medium
11200,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,less,Electronics,Television,low
11201,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,medium,Electronics,Television,high
11202,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,high,Electronics,Television,high
11203,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,less,Electronics,Television,high
11204,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,medium,Electronics,Television,high
11205,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,high,Electronics,Television,urgent
11206,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Electronics,Tablet,low
11207,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,medium,Electronics,Tablet,medium
11208,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,high,Electronics,Tablet,medium
11209,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,less,Electronics,Tablet,medium
11210,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,medium,Electronics,Tablet,high
11211,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,high,Electronics,Tablet,medium
11212,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,less,Electronics,Tablet,high
11213,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,medium,Electronics,Tablet,high
11214,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,high,Electronics,Tablet,urgent
11215,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Electronics,Headphone,low
11216,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,medium,Electronics,Headphone,medium
11217,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,high,Electronics,Headphone,low
11218,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,less,Electronics,Headphone,medium
11219,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,medium,Electronics,Headphone,high
11220,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,high,Electronics,Headphone,high
11221,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,less,Electronics,Headphone,high
11222,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,medium,Electronics,Headphone,high
11223,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,high,Electronics,Headphone,urgent
11224,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Electronics,DSLR Camera,low
11225,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,medium,Electronics,DSLR Camera,medium
11226,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,high,Electronics,DSLR Camera,medium
11227,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,less,Electronics,DSLR Camera,medium
